4.00000E-03	8.187E+01	8.066E+01
5.00000E-03	4.232E+01	4.147E+01
6.00000E-03	2.458E+01	2.393E+01
7.11200E-03	1.479E+01	1.425E+01
7.11201E-03	1.514E+01	1.450E+01
8.00000E-03	1.068E+01	1.013E+01
1.00000E-02	5.519E+00	5.096E+00
1.50000E-02	1.744E+00	1.440E+00
2.00000E-02	8.428E-01	5.831E-01
3.00000E-02	3.852E-01	1.669E-01
4.00000E-02	2.715E-01	7.443E-02
5.00000E-02	2.278E-01	4.477E-02
6.00000E-02	2.057E-01	3.332E-02
8.00000E-02	1.827E-01	2.645E-02
1.00000E-01	1.695E-01	2.559E-02
1.50000E-01	1.492E-01	2.749E-02
