5.00000E-03	8.392E+02	7.970E+02
6.00000E-03	5.286E+02	5.046E+02
8.00000E-03	2.492E+02	2.389E+02
1.00000E-02	1.381E+02	1.322E+02
1.50000E-02	4.657E+01	4.404E+01
2.00000E-02	2.144E+01	1.988E+01
2.67112E-02	9.834E+00	8.833E+00
2.67113E-02	2.943E+01	1.368E+01
3.00000E-02	2.182E+01	1.119E+01
3.18137E-02	1.873E+01	1.001E+01
3.18138E-02	3.492E+01	1.351E+01
4.00000E-02	1.930E+01	9.635E+00
5.00000E-02	1.067E+01	6.229E+00
6.00000E-02	6.542E+00	4.163E+00
8.00000E-02	3.019E+00	2.083E+00
1.00000E-01	1.671E+00	1.181E+00
1.50000E-01	6.071E-01	4.101E-01
2.00000E-01	3.246E-01	1.982E-01
